id,price
0,14245.689165464166
1,16151.925122311524
2,1005.0376378295425
3,465.37323797307914
4,3724.5974750910464
5,1875.4729888071954
6,846.7327286851889
7,4969.033892439135
8,670.7213398917366
9,4221.163586011279
10,8558.048887858175
11,3929.789924337861
12,512.9398184590245
13,956.4761304656545
14,4209.631313474882
15,7324.722222598102
16,2142.796912358658
17,1893.4005930812282
18,2290.6627122700943
19,16808.52284564055
20,5021.869150652398
21,5319.886477429094
22,7251.772588584255
23,1075.2917337776853
24,1296.25042031161
25,843.6548426353187
26,2798.759577101324
27,605.2667824121796
28,1774.9437369538164
29,5058.282663741313
30,4403.643903357074
31,909.6782163926609
32,5776.121977828169
33,576.5827494521939
34,3790.29535414615
35,574.0977361674182
36,617.8169901967524
37,2104.445626484041
38,2994.090999793859
39,525.561931727884
40,941.958094656667
41,4501.8593963443955
42,2878.9413021751902
43,6532.672632485088
44,4021.063619032348
45,3387.0600969254115
46,7960.1378610748425
47,1908.0333305142838
48,11732.215025653359
49,624.5983124136296
50,2066.784819739344
51,714.2347517884818
52,8430.689064835813
53,3329.7503559021848
54,9887.687194842187
55,6843.075155969836
56,701.528577727387
57,729.0794929790961
58,4932.915180833276
59,6643.493496911671
60,3938.746817230391
61,821.8599100840368
62,16784.409344465046
63,10650.75692003176
64,2899.255664946459
65,6490.373722981903
66,969.4411655951336
67,1896.3719589317193
68,8897.608182352627
69,991.0723106346915
70,3751.874916045152
71,526.4506182764909
72,1205.8402326920573
73,965.0865259373198
74,3834.6389235896413
75,2698.156402536322
76,1401.7252987929176
77,1921.757594157755
78,4134.412204136249
79,5735.831116302867
80,681.5535707414272
81,1096.9936006321718
82,1339.5367540924688
83,1253.1929204745877
84,5084.943330775629
85,726.4994355820546
86,679.2493625392827
87,2200.105241780562
88,2869.931729778159
89,11651.07977587668
90,1699.820222214588
91,567.9897841224031
92,467.0281470410838
93,499.2003597578202
94,3592.257766019986
95,13471.416535495657
96,750.4835597853058
97,1854.3756391961954
98,419.2485310398007
99,2297.524887076475
100,652.9418985012641
101,513.0311881093621
102,2410.5647507195918
103,4011.776482092272
104,767.1525883581437
105,5771.5171372836385
106,924.4160218588004
107,5599.378389297356
108,5092.719182490054
109,16397.50958561427
110,16526.374874844194
111,784.1174360002143
112,4060.14500024667
113,4329.819164653685
114,3636.1758905879537
115,858.4030693175133
116,657.0448062255203
117,1669.7325160142614
118,4729.839862342243
119,1592.1064557899479
120,805.8864646464643
121,593.6847308306038
122,17195.867432297277
123,4440.600517016786
124,3491.312376600477
125,5430.254971139961
126,9499.28847645006
127,10847.663600670341
128,758.066886476252
129,526.683816612547
130,2427.84552631378
131,2948.6242318880427
132,5703.296271368253
133,6261.920706841657
134,5773.189072432564
135,5713.152378518014
136,697.5258356428991
137,990.8341766875102
138,1077.7101832382773
139,3083.1984391446285
140,8794.829640471222
141,4656.50253319285
142,5087.235906456861
143,1435.9720392922763
144,15679.910842755133
145,12853.442963550266
146,478.7560832671151
147,11029.483646479928
148,3513.0896027928547
149,2712.0954600073646
150,11535.76923093367
151,2097.1932843934437
152,7700.741015950544
153,1790.435917069411
154,5242.332890994958
155,4554.360658785657
156,2183.9397362895807
157,3907.294167983694
158,3193.038711743871
159,6818.036341685943
160,2530.2294760530463
161,9184.035099483099
162,750.6953504813829
163,3865.2776619940923
164,1389.4027615535535
165,833.7977201781164
166,1014.8719236084318
167,573.7426356800169
168,2516.492146850796
169,733.3707541782137
170,15083.959992861348
171,775.9420310054435
172,585.4059595196103
173,2803.0828900611446
174,16419.323991311438
175,1486.6930608163154
176,1748.6795062873612
177,3116.50852455011
178,1202.89737526436
179,4004.2795546928105
180,3451.559208792381
181,1035.9875233819673
182,468.9162351023458
183,11050.4308777877
184,1059.108832178991
185,1318.635862999434
