id,price
0,802.9866666666667
1,740.3155555555555
2,583.5044444444444
3,583.5044444444444
4,640.7155555555555
5,645.6801587301587
6,645.6801587301587
7,555.0419444444444
8,641.5366666666666
9,583.0355555555556
10,644.8166666666667
11,610.7451851851853
12,575.6855555555555
13,645.2844444444445
14,571.8266666666667
15,582.9622222222222
16,639.7677777777777
17,645.6801587301587
18,610.7451851851853
19,740.3155555555555
20,574.5377777777778
21,640.7488888888889
22,582.0211111111112
23,579.3477777777778
24,640.6055555555556
25,642.0233333333333
26,610.7451851851853
27,645.6801587301587
28,615.2320105820106
29,574.5377777777778
30,610.7451851851853
31,644.8166666666667
32,574.4433333333334
33,643.3866666666667
34,640.7155555555555
35,574.5377777777778
36,645.6801587301587
37,575.7222222222222
38,641.5366666666666
39,574.5377777777778
40,645.2844444444445
41,644.8166666666667
42,578.6555555555556
43,583.5044444444444
44,610.7451851851853
45,571.9088888888889
46,617.6557407407408
47,575.6855555555555
48,646.8990476190476
49,645.6801587301587
50,622.3323148148147
51,645.6801587301587
52,728.6988888888889
53,543.8588888888889
54,673.08
55,641.5366666666666
56,642.0233333333333
57,610.7451851851853
58,640.7488888888889
59,575.6855555555555
60,575.7222222222222
61,644.8166666666667
62,802.9866666666667
63,668.5533333333333
64,543.8266666666667
65,571.8266666666667
66,644.8166666666667
67,610.7451851851853
68,728.6988888888889
69,640.7488888888889
70,610.7451851851853
71,574.5377777777778
72,584.2855555555556
73,644.8166666666667
74,645.6801587301587
75,642.0233333333333
76,645.2844444444445
77,579.3477777777778
78,644.3022222222222
79,642.0233333333333
80,583.0355555555556
81,622.3323148148147
82,640.7155555555555
83,640.6055555555556
84,640.7155555555555
85,644.8166666666667
86,639.7677777777777
87,622.3323148148147
88,543.8266666666667
89,646.8990476190476
90,645.2844444444445
91,640.7488888888889
92,610.7451851851853
93,583.5044444444444
94,610.7451851851853
95,740.3155555555555
96,645.6801587301587
97,571.9088888888889
98,583.0355555555556
99,579.3477777777778
100,640.7488888888889
101,640.7488888888889
102,645.6801587301587
103,640.6055555555556
104,642.0233333333333
105,622.9945370370369
106,645.2844444444445
107,574.5377777777778
108,641.5366666666666
109,740.3155555555555
110,880.8177777777778
111,643.3866666666667
112,574.5377777777778
113,610.7451851851853
114,640.7155555555555
115,640.7488888888889
116,642.0233333333333
117,574.5377777777778
118,610.7451851851853
119,566.9488888888889
120,643.3866666666667
121,640.7488888888889
122,740.3155555555555
123,642.0233333333333
124,639.7677777777777
125,571.8266666666667
126,674.43
127,728.6988888888889
128,575.6855555555555
129,645.6801587301587
130,641.0366666666666
131,563.2955555555556
132,642.0233333333333
133,641.5366666666666
134,642.0233333333333
135,640.7488888888889
136,640.7488888888889
137,645.2844444444445
138,645.6801587301587
139,643.3866666666667
140,645.6801587301587
141,583.0355555555556
142,640.7488888888889
143,615.2320105820106
144,741.5166666666667
145,728.6988888888889
146,640.7488888888889
147,644.8166666666667
148,639.7677777777777
149,645.2844444444445
150,640.7488888888889
151,645.6801587301587
152,641.5366666666666
153,583.0355555555556
154,610.7451851851853
155,639.7677777777777
156,645.6801587301587
157,644.3022222222222
158,543.9222222222222
159,543.9222222222222
160,563.2955555555556
161,728.6988888888889
162,575.6855555555555
163,575.8866666666667
164,610.7451851851853
165,641.5366666666666
166,645.6801587301587
167,640.7488888888889
168,586.1433333333333
169,645.6801587301587
170,741.5166666666667
171,641.5366666666666
172,645.6801587301587
173,574.5377777777778
174,740.3155555555555
175,610.7451851851853
176,575.6855555555555
177,642.0233333333333
178,574.5377777777778
179,610.7451851851853
180,583.0355555555556
181,644.8166666666667
182,640.7488888888889
183,728.6988888888889
184,575.6855555555555
185,583.5044444444444
186,645.2844444444445
187,640.7488888888889
188,571.8266666666667
189,643.3866666666667
190,610.7451851851853
191,645.6801587301587
192,644.3022222222222
193,583.5044444444444
194,575.6855555555555
195,641.5366666666666
196,640.7488888888889
197,902.2411111111111
198,574.5377777777778
199,615.2320105820106
200,645.2844444444445
201,740.3155555555555
202,575.7222222222222
203,639.7677777777777
204,610.7451851851853
205,644.3022222222222
206,728.6988888888889
207,610.7451851851853
208,643.3866666666667
209,610.7451851851853
210,586.26
