id,price
0,15424
1,15717
2,991
3,506
4,3353
5,1026
6,1025
7,6169
8,943
9,7751
10,5024
11,4413
12,620
13,945
14,3919
15,8419
16,2762
17,1746
18,2959
19,13879
20,4825
21,7687
22,7850
23,611
24,1247
25,1003
26,2310
27,487
28,1197
29,5050
30,6183
31,742
32,5510
33,573
34,3024
35,537
36,684
37,2559
38,3471
39,515
40,1431
41,2427
42,2458
43,6805
44,4492
45,3012
46,7233
47,1847
48,11550
49,599
50,2352
51,561
52,14412
53,3342
54,7893
55,8610
56,447
57,492
58,4066
59,6618
60,4569
61,814
62,14735
63,14236
64,2739
65,6129
66,704
67,1792
68,11078
69,990
70,3332
71,608
72,1040
73,862
74,2737
75,3601
76,2370
77,2495
78,3450
79,4543
80,784
81,1909
82,1328
83,1778
84,5649
85,752
86,1259
87,2478
88,2125
89,8959
90,1664
91,706
92,605
93,608
94,3848
95,13554
96,652
97,1819
98,972
99,2765
100,1168
101,575
102,2097
103,5662
104,715
105,5506
106,1079
107,5049
108,4155
109,13387
110,12226
111,765
112,4890
113,6892
114,3751
115,919
116,1035
117,1402
118,6020
119,1774
120,1192
121,702
122,13531
123,3798
124,5989
125,4207
126,6278
127,8365
128,698
129,467
130,3696
131,3301
132,11162
133,3754
134,14498
135,4455
136,907
137,907
138,798
139,2317
140,7391
141,15185
142,4224
143,807
144,13248
145,8852
146,781
147,7174
148,4125
149,3009
150,3795
151,2442
152,4700
153,2384
154,6062
155,9361
156,1781
157,4265
158,3012
159,4703
160,2576
161,10286
162,1013
163,3251
164,2907
165,1010
166,719
167,575
168,2362
169,798
170,15424
171,828
172,539
173,2919
174,13786
175,1247
176,1607
177,2570
178,1349
179,4540
180,4466
181,875
182,684
183,12202
184,1050
185,2021
186,954
187,3858
188,4201
189,645
190,2232
191,3283
192,4798
193,2227
194,1061
195,871
196,672
197,14819
198,5199
199,4989
200,1040
201,15140
202,4455
203,5805
204,5627
205,5908
206,9530
207,1363
208,2656
209,10850
210,7577
211,3749
212,7003
213,921
214,795
215,9704
216,813
217,11760
218,10562
219,1763
220,1056
221,15627
222,917
223,6086
224,2573
225,2906
226,4751
227,9057
228,5880
229,11061
230,1715
231,658
232,706
233,14620
234,3632
235,779
236,2366
237,15014
238,2559
239,608
240,3251
241,625
242,13537
243,1624
244,6532
245,878
246,665
247,13849
248,4482
249,6132
250,1624
251,798
252,2379
