id,price
0,15825
1,15618
2,991
3,608
4,1637
5,1026
6,878
7,6169
8,943
9,7751
10,6539
11,3755
12,620
13,945
14,4234
15,6988
16,2762
17,1940
18,2959
19,13879
20,4825
21,7687
22,7389
23,1333
24,1397
25,763
26,2475
27,487
28,1197
29,3671
30,4953
31,918
32,4426
33,573
34,3105
35,521
36,684
37,2559
38,3116
39,515
40,1431
41,2427
42,2458
43,5889
44,4324
45,2952
46,8706
47,1847
48,11550
49,401
50,2352
51,561
52,12071
53,3342
54,6541
55,4543
56,616
57,492
58,4066
59,6618
60,3740
61,814
62,14735
63,11793
64,2122
65,6129
66,704
67,1792
68,11078
69,990
70,3332
71,554
72,1040
73,862
74,3151
75,2795
76,2370
77,1593
78,3450
79,4543
80,784
81,1695
82,1328
83,1706
84,5649
85,752
86,1259
87,2058
88,2370
89,6259
90,1664
91,706
92,605
93,608
94,3848
95,11390
96,652
97,1819
98,1067
99,2171
100,711
101,633
102,2097
103,3897
104,715
105,5506
106,935
107,5049
108,4155
109,13387
110,15825
111,765
112,4890
113,6892
114,3751
115,919
116,1672
117,2211
118,5469
119,1774
120,1192
121,702
122,13531
123,3798
124,3318
125,4207
126,10349
127,8034
128,593
129,522
130,2954
131,3409
132,5158
133,4238
134,14498
135,4746
136,523
137,907
138,798
139,2839
140,7391
141,6653
142,4224
143,1378
144,14490
145,8852
146,781
147,10861
148,4125
149,3009
150,3795
151,2442
152,4700
153,2384
154,6405
155,9361
156,2323
157,4265
158,3012
159,3896
160,2407
161,15188
162,1013
163,3251
164,2907
165,1010
166,719
167,575
168,2362
169,798
170,14691
171,778
172,539
173,2908
174,13786
175,1221
176,1607
177,2570
178,1349
179,4540
180,4466
181,875
182,484
183,12202
184,1050
185,1659
186,954
187,3858
188,5032
189,645
190,2832
191,3283
192,4798
193,2679
194,1061
195,871
196,720
197,13369
198,5199
199,4355
200,1040
201,13755
202,4455
203,5805
204,5627
205,8788
206,9530
207,1363
208,2656
209,4820
210,7577
211,1905
212,7003
213,921
214,795
215,9704
216,813
217,11760
218,10562
