id,price
0,172707.2833955492
1,154851.45647332072
2,74022.39304926991
3,60421.74698952521
4,97606.2573030159
5,79553.17909048546
6,67064.18066406624
7,104417.19450573281
8,66146.44208500585
9,110624.32719645869
10,110853.43551858139
11,99890.48212427122
12,62840.58896703152
13,71480.87926055578
14,96877.39633221588
15,130452.06630900013
16,83535.44334687661
17,79079.34048641725
18,89251.18137106857
19,163185.5363660787
20,100571.6891999254
21,109771.61093052432
22,118462.57536352468
23,71705.95021584356
24,75648.75383139373
25,69275.75578936042
26,92720.56258330528
27,67903.3494948324
28,81621.08213395912
29,103098.03870363983
30,102053.39538118655
31,68935.71262154443
32,111513.53721479974
33,54841.40682020644
34,95580.85649371013
35,66117.86202949597
36,67360.30826452805
37,81369.96607706432
38,91499.12653590308
39,63788.147860771016
40,69688.53268773408
41,94938.77305018117
42,88944.46210435948
43,117440.8886843259
44,100141.37725715805
45,89143.46070956155
46,128497.37298644449
47,80003.14705189738
48,114779.9376433665
49,65100.85811449068
50,80729.14878419474
51,67877.95536105057
52,128908.64801351332
53,91046.80221922377
54,126433.58362129201
55,109179.78696799485
56,64780.41019150353
57,68509.4996935197
58,105673.63214599116
59,105323.36863708137
60,95117.29911212868
61,67848.75172274107
62,161100.41156929263
63,126604.7287117977
64,87396.79778970742
65,114553.70237024568
66,73191.69020049997
67,83735.15266549839
68,131306.59197500686
69,69907.75700331581
70,98758.67913751348
71,60866.10868645198
72,72042.91094797409
73,69234.4344323205
74,93969.39455548568
75,86183.12721013473
76,78228.71572857538
77,78097.39476407708
78,98560.09985381382
79,102471.71925766893
80,72625.79071718232
81,72797.45661212996
82,77828.31353846348
83,75162.92602890944
84,107750.168870531
85,66637.4093511716
86,65659.45044882143
87,81500.92742557162
88,91524.38838206413
89,115480.29741982314
90,79880.22086370586
91,64890.5478713895
92,62783.594762278735
93,63100.87029074753
94,94168.19521683267
95,154204.10762648736
96,67636.33256680975
97,79609.2053389472
98,65633.68238289382
99,85646.97841302188
100,65197.4801959333
101,61668.893879299605
102,83575.5456951594
103,99954.13940523482
104,66298.19799660615
105,105189.32875001464
106,72067.68771103834
107,105669.4818030446
108,102396.87411314542
109,158611.95309803123
110,165678.45515864305
111,56412.80598497609
112,96822.80635616148
113,100012.34051077913
114,90582.6672030372
115,67427.90906928307
116,65477.299434394714
117,79809.27115546526
118,100301.54514710161
119,79861.02608483592
120,62453.40199291737
121,65188.710784869036
122,155760.66287889096
123,97153.62336155419
124,94077.70989326101
125,105494.95399440477
126,134062.16017457854
127,132251.62216072436
128,64888.76773531872
129,66441.4226658503
130,85172.5836939016
131,88519.16897586898
132,116398.39933810839
133,106941.98690393781
134,104668.23172588834
135,91237.2276404746
136,64526.66897234302
137,71472.7248631042
138,75760.8625961157
139,78225.83798804622
140,111003.07350625376
141,115064.23786991824
142,109173.97958261096
143,79306.07301750612
144,157309.77056158223
145,134249.5435488778
146,62110.9566555011
147,118554.20769935109
148,94484.77842020082
149,90515.39519665531
150,106906.14194849833
151,82720.20649771192
152,111685.64777837788
153,85838.83268791529
154,112380.4140889359
155,102396.07596040312
156,80306.04425299201
157,98981.42466536694
158,92578.10583883834
159,108624.17735577932
160,86113.7335146503
161,139089.47516702276
162,65533.55647266528
