id,price
0,-56932.26803972135
1,-61779.83776634405
2,-69815.4075041776
3,-63380.28549816577
4,-73221.83319888213
5,-68609.00519403227
6,-63504.2150068333
7,-69187.74995667538
8,-62048.38432341481
9,-70404.91866838674
10,-70053.53885543343
11,-73031.01748629246
12,-59354.47494731095
13,-64328.27978035473
14,-71437.29214997364
15,-65387.484899112256
16,-73430.1340403092
17,-68339.27177750843
18,-70410.28319177608
19,-58012.259801111984
20,-70126.93186635317
21,-70770.72326637656
22,-68820.49385176184
23,-65046.8361211514
24,-71635.85236618809
25,-62768.94545844378
26,-70360.25450973722
27,-61593.683702903916
28,-70028.38280737729
29,-70246.90479060082
30,-70513.12248087871
31,-63081.968047829825
32,-69049.33750962093
33,-66474.4419399953
34,-72269.1305888547
35,-63937.76656464409
36,-63990.68776692489
37,-72145.45571670838
38,-70350.69855388616
39,-62382.08023289261
40,-66275.06694389078
41,-71197.22263105813
42,-70308.0047361901
43,-69313.15843758614
44,-71068.23609636397
45,-69646.13535177293
46,-67565.95344544984
47,-69594.27827127102
48,-68587.0883965204
49,-59408.65101857216
50,-71531.19530590538
51,-62839.93650210259
52,-66643.34782366425
53,-68711.14242013238
54,-65685.41208841674
55,-70438.92237915886
56,-60465.20830701245
57,-62304.97508758465
58,-70306.29530790471
59,-71742.45646469708
60,-73116.39721252007
61,-62607.89778164888
62,-57112.90817907974
63,-65279.91640705771
64,-69415.27249704057
65,-68848.74171773081
66,-67189.25865514348
67,-72866.31458021807
68,-68482.46341286095
69,-67104.80896944841
70,-71635.42248803512
71,-63623.453626647824
72,-65602.00588683832
73,-66501.39712825576
74,-70107.38266844138
75,-69979.71442309541
76,-68282.96379716798
77,-68632.41511025546
78,-72067.60813659789
79,-68713.74985528128
80,-64125.847120708015
81,-70272.67332143079
82,-70035.91545109876
83,-71306.65248753935
84,-70894.67918997524
85,-62350.8626114185
86,-68174.43344225506
87,-71923.53325027648
88,-70219.07204886891
89,-68191.21986610875
90,-68249.26645966146
91,-64655.81461009945
92,-63908.59547433544
93,-63216.871412085035
94,-71090.22437946212
95,-58826.40603794121
96,-62396.74310567275
97,-67206.02030881809
98,-60699.60536263765
99,-69926.94725267024
100,-61032.42491831411
101,-58079.21778087385
102,-69176.06038960525
103,-71860.88002232637
104,-61548.33969841224
105,-70389.22117941942
106,-63897.40735548131
107,-71029.42185115477
108,-69740.13782905342
109,-61706.751466173984
110,-57715.41139212732
111,-69033.16030151925
112,-71313.26144207432
113,-70506.8871271669
114,-73895.87906536729
115,-66797.04106760063
116,-62852.54653348129
117,-68258.74023751699
118,-72425.56850643794
119,-67878.39342020762
120,-73444.98287496492
121,-63246.54917615434
122,-58697.37736561823
